,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
5644,False,/69RWfbPkGJKX231qorPebXznTAV.jpg,"[28, 27]",467938,fr,Revenge,Jen's romantic getaway with her wealthy married boyfriend is disrupted when his friends arrive for an impromptu hunting trip. Tension mounts at the house until the situation culminates in an unexpected way.,48.257,/AbWKFxt459cWYTNPTcbpB0i2hQp.jpg,2018-02-07,Revenge,False,6.453,1663
5645,False,/nRG8pFaqrXwX0f4RE3HQoZ69HI9.jpg,[35],329263,de,Fack ju Göhte 2,"Mr. Müller is not satisfied with his new work at the Goethe-Gesamtschule. The early getting up and correcting exams annoy him. Director Gerster wants to improve the image of the Goethe-Gesamtschule because she wants to be a symbol of the new company. To achieve this, she wants to take away the partnership from the Schillergymnasium with a Thai school. So, Mr. Müller, Mrs. Schnabelstedt and the 10b must go on a school trip to Thailand.",6.862,/wbpmtx3XUZIwHA8sVqWpHyTIV0V.jpg,2015-09-10,Suck Me Shakespeer 2,False,6.451,913
5646,False,/kiVn09vghnscMWMqlX8uoQuXtMW.jpg,"[35, 18]",309304,en,Grandma,"Self-described misanthrope Elle Reid has her protective bubble burst when her 18-year-old granddaughter, Sage, shows up needing help. The two of them go on a day-long journey that causes Elle to come to terms with her past and Sage to confront her future.",12.987,/4LW20TF4NfQgHj5rZs0d0cgxRjV.jpg,2015-06-04,Grandma,False,6.451,350
5647,False,/5XSitXno6yxYkNppwP5gOhC7SfA.jpg,[18],11326,en,Tommy,"A psychosomatically deaf, dumb and blind boy becomes a master pinball player and the object of a religious cult.",17.655,/oSYGPIhLcwL0RrU0DVY7TM6O4QA.jpg,1975-03-19,Tommy,False,6.456,306
5648,False,/zjVE6yJE3UvQbBTB6QbiN3fK52m.jpg,"[18, 53]",1988,en,A Mighty Heart,"Based on Mariane Pearl's account of the terrifying and unforgettable story of her husband, Wall Street Journal reporter Danny Pearl's life and death.",8.489,/z5f7KPg8vqqYXtaF0wUkSWryDIg.jpg,2007-06-22,A Mighty Heart,False,6.451,309
5649,False,/jKnZ3CavwSTsBbgSpAhQU8Z9nOy.jpg,"[28, 35]",457335,en,Guns Akimbo,"An ordinary guy suddenly finds himself forced to fight a gladiator-like battle for a dark website that streams the violence for viewers. In order to survive and rescue his kidnapped ex-girlfriend, he must battle Nix, a heavily armed and much more experienced fighter.",23.244,/2kNnf7BwRCEm4bcFkdiE0T4U25s.jpg,2020-02-27,Guns Akimbo,False,6.45,2189
5650,False,/hwBqtQy8uuQ3g9gzuFoBgn0xHk4.jpg,"[35, 18]",396398,en,The Meyerowitz Stories,An estranged family gathers together in New York for an event celebrating the artistic work of their father.,21.778,/c9teDTgwxgnb7wnZjZo4oNcF80R.jpg,2017-10-13,The Meyerowitz Stories,False,6.45,1145
5651,False,/frlfy7RFqx5J4jrcMo25PqyasL3.jpg,"[16, 35, 10751]",295693,en,The Boss Baby,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",38.518,/unPB1iyEeTBcKiLg8W083rlViFH.jpg,2017-03-23,The Boss Baby,False,6.45,6900
5652,False,/pC36ONAaKMXStlvutYFcAbMemCM.jpg,"[878, 28, 14]",119569,en,Marvel One-Shot: Item 47,"Benny and Claire, a down-on-their-luck couple, find a discarded Chitauri weapon referred to as 'Item 47'.",11.547,/hnSxG8clwLuAXEkp9emc8HCUcHD.jpg,2012-08-29,Marvel One-Shot: Item 47,False,6.45,507
5653,False,/jW0qxSKoyeyPnEov9nZZeiybwt.jpg,"[10402, 18, 36]",27586,en,The Runaways,"Joan Jett and Cherie Currie, two rebellious teenagers from Southern California, become the frontwomen for The Runaways -- the now-legendary group that paved the way for future generations of female rockers. Under the Svengali-like influence of impresario Kim Fowley, the band becomes a huge success.",63.052,/byeTXKg9paqiFQbtfI28FOIhebg.jpg,2010-03-19,The Runaways,False,6.5,762
5654,False,/ytnJQr5jGrYGbjVBiI3bLf3d0hY.jpg,[35],26285,it,Fantozzi subisce ancora,"After a hard day at work and a condominium-board meeting, accountant Ugo Fantozzi goes on a trip with his family. Unfortunately, he will face a nasty surprise upon his return.",7.939,/1MfDUCcf8KUgFSvz8eI2lW3bp2y.jpg,1983-12-22,Fantozzi Still Suffers,False,6.5,446
5655,False,/xXHtSqFx8mLjzNGX9oCKQEx2yTa.jpg,"[35, 10749]",3981,en,What Women Want,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",26.4,/n5NOxrcgeiCxvEn47FG9bvlHNsV.jpg,2000-12-15,What Women Want,False,6.45,3792
5656,False,/hXjK21t5S6WRR8HnG3apYpZ5lJW.jpg,"[53, 27, 18]",617708,es,La Llorona,"Accused of the genocide of Mayan people, retired general Enrique is trapped in his mansion by massive protests. Abandoned by his staff, the indignant old man and his family must face the devastating truth of his actions and the growing sense that a wrathful supernatural force is targeting them for his crimes.",26.881,/2AmTEIwxy1VkcZe32Fs34S37qJ2.jpg,2019-07-25,La Llorona,False,6.449,314
5657,False,/wRZAxHTXm8G4zJqe0A46IpUnBrU.jpg,"[80, 18]",374617,en,Imperium,"Nate Foster, a young, idealistic FBI agent, goes undercover to take down a radical white supremacy terrorist group. The bright up-and-coming analyst must confront the challenge of sticking to a new identity while maintaining his real principles as he navigates the dangerous underworld of white supremacy. Inspired by real events.",19.068,/fEwo3gZfbeoovdcTyf4o4wATE1r.jpg,2016-08-19,Imperium,False,6.449,1312
5658,False,/59vrJSluVcM4bs9nnGMYnXX569o.jpg,"[53, 18, 9648]",9315,en,Flightplan,"Flying at 40,000 feet in a state-of-the art aircraft that she helped design, Kyle Pratt's 6-year-old daughter Julia vanishes without a trace. Or did she? No one on the plane believes Julia was ever onboard. And now Kyle, desperate and alone, can only count on her own wits to unravel the mystery and save her daughter.",36.06,/oNjZFzbe7PfF3TxztNHDkinOPyB.jpg,2005-09-22,Flightplan,False,6.449,2520
5659,False,/cyQK5IzMXDUS8o84HYbSIFQt1Vy.jpg,"[28, 16, 878]",39102,ja,ドラゴンボールゼット 超スーパーサイヤ人じんだ孫そん悟ご空くう,A Super Namekian named Slug comes to invade Earth. But the Z Warriors do their best to stop Slug and his gang.,34.471,/1lmwZTsqwTtvd3m60pyQfhGM2Ut.jpg,1991-03-19,Dragon Ball Z: Lord Slug,False,6.448,494
5660,False,/caoP6DeznLooMdNrXcaqOGDwHew.jpg,[35],33365,it,Notte prima degli esami,"Rome, 1989. On his last day of high school, Luca gets in trouble when he takes it all out on hated literature teacher Martinelli, only to discover he's going to be heading the examination board for his finals. During a summer of fruitless study, he falls in love with a girl he met once at a party, unaware that she's Martinelli's daughter. The latter, strangely enough, has just offered Luca to prepare with him...",9.367,/d7IhjqqCQSQchXjoYGdFFZOhxvK.jpg,2006-02-17,The Night Before the Exams,False,6.4,1030
5661,False,/vmuQxo4PSdBRRuxBTTe2jCUhobQ.jpg,"[35, 10749]",10761,en,Made of Honor,"Tom and Hannah have been platonic friends for 10 years. He's a serial dater, while she wants marriage but hasn't found Mr. Right. Just as Tom is starting to think that he is relationship material after all, Hannah gets engaged. When she asks Tom to be her 'maid' of honor, he reluctantly agrees just so he can attempt to stop the wedding and woo her.",31.918,/pDg8D0jNqmz7RbCBgblWvmPswHE.jpg,2008-04-30,Made of Honor,False,6.4,1609
5662,False,/gZJK5nr5sZ6xnJYLTMSsv4PKULg.jpg,"[35, 18]",9403,en,Private Parts,"The auto-biographical story of Howard Stern, the radio-rebel who is now also a TV-personality, an author and a movie star.",16.276,/8nCc9fhXCVvetlqpxkrCTc9NwOz.jpg,1997-03-07,Private Parts,False,6.448,328
5663,False,/d2nWERbNIKA9dBDWbRReK0cRBD4.jpg,"[27, 35, 10749]",82654,en,Warm Bodies,"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.",25.866,/pvVpl38YOBDOANb0pWbXFb8X3iZ.jpg,2013-01-31,Warm Bodies,False,6.447,5911
5664,False,/mgstAcEIqF3RIWVqP4jICEy3q9F.jpg,"[18, 28]",70006,en,Never Back Down 2: The Beatdown,Four fighters from different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in their midst.,23.91,/ywdD73k13XGho13MSUzQIDxD4iA.jpg,2011-09-13,Never Back Down 2: The Beatdown,False,6.447,618
5665,False,/rUdakVt3qhUfngXC9cL94nmlReP.jpg,"[80, 18, 53]",38542,en,The Disappearance of Alice Creed,A rich man's daughter is held captive in an abandoned apartment by two former convicts who abducted her and hold her ransom in exchange for her father's money.,11.92,/iJT7eXt09OffD4WBOvV7eGgL3Lt.jpg,2009-09-12,The Disappearance of Alice Creed,False,6.447,520
5666,False,/pSXP7pa8mgOjrh8GbKnXArLXmL7.jpg,"[27, 9648, 53]",10576,en,Psycho II,"Norman Bates is declared sane and released from the facility in which he was being held, despite the complaints of Lila Loomis, sister of his most famous victim. Is he really cured, or will he kill again?",199.095,/sJAPRj3vHmjV4z97YK84iDovYlm.jpg,1983-06-03,Psycho II,False,6.447,608
5667,False,/xmcODzIJBYl9L4w5lFdvafw3e03.jpg,"[35, 80]",2069,en,The Whole Nine Yards,"After a mobster agrees to cooperate with an FBI investigation in order to stay out of prison, he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbours figure out his true identity and come knocking to see if he'd be up for one more hit—suburban style.",22.646,/r4FvRHW1J9FAOnCYchZ7QanQ04e.jpg,2000-02-18,The Whole Nine Yards,False,6.4,1796
5668,False,/fM9ODwfR7m8fI2g99M9WyhvqXtI.jpg,"[878, 28, 18]",636,en,THX 1138,People in the future live in a totalitarian society. A technician named THX 1138 lives a mundane life between work and taking a controlled consumption of drugs that the government uses to make puppets out of people. As THX is without drugs for the first time he has feelings for a woman and they start a secret relationship.,14.433,/25cQH5gZ60BiA5Y91HxoPpnFiY0.jpg,1971-03-11,THX 1138,False,6.447,901
5669,False,/qpBZE42SBLMJKNSxgW5wGc8Ip9e.jpg,"[28, 878]",240832,fr,Lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",58.706,/s678JxMMMDyj7TRSsK6hR2FTF7A.jpg,2014-07-25,Lucy,False,6.447,15635
5670,False,/rCUg0bQM8vu4OSaE0aHQOicPnC5.jpg,"[35, 10749]",9716,en,Everyone Says I Love You,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,14.039,/cFOZ4bNbWtnIIboc43M86yhwPBX.jpg,1996-12-06,Everyone Says I Love You,False,6.445,627
5671,False,/1WQGyi1Z7823obW2dFMddriDgMQ.jpg,"[12, 35, 18, 10749]",9681,en,Casanova,"With a reputation for seducing members of the opposite sex, regardless of their marital status, a notorious womanizer discovers a beauty who seems impervious to his charms. However, as he continues to pursue the indifferent lady, he finds himself falling in love.",17.813,/pp237jqOnlLojQfvCgJHv5yZofL.jpg,2005-12-25,Casanova,False,6.446,854
5672,False,/eEP8pyCmldfbnml0SFMvPK7kE4x.jpg,"[53, 80, 9648]",8224,en,8MM,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",24.418,/mhr9xRpjOBqlBjgDwtiOx6FsLvV.jpg,1999-02-26,8MM,False,6.446,1905
5673,False,/jekdv0OUnppLnpbPdBIkwCoeENo.jpg,"[18, 10402]",3537,en,Fame,A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts.,19.406,/oDUTjQ2HUKh6iBYE99PUStyoRDv.jpg,1980-05-16,Fame,False,6.446,435
5674,False,/lF41LYBSLVpZ61rZci471pqi6UW.jpg,[18],376866,en,Jackie,"An account of the days of First Lady, Jacqueline Kennedy, in the immediate aftermath of John F. Kennedy's assassination in 1963.",258.204,/nF9N33PfhizMEzbfxHoxXBo2vx9.jpg,2016-12-02,Jackie,False,6.445,2255
5675,False,/8WNU7BLiyOUYYHiYbh69QJH8oaM.jpg,"[18, 35, 10749]",57825,en,Bride & Prejudice,"A Bollywood update of Jane Austen's classic tale, in which Mrs. Bakshi is eager to find suitable husbands for her four unmarried daughters. When the rich single gentlemen Balraj and Darcy come to visit, the Bakshis have high hopes, though circumstance and boorish opinions threaten to get in the way of romance.",20.433,/nzFzSV7ctoGjUajiRs4JXugHCnw.jpg,2004-02-11,Bride & Prejudice,False,6.445,357
5676,False,/qGjl2b8lw1YjSOuQ6NpVVW9Ddz0.jpg,"[10751, 14, 35]",14442,en,Ella Enchanted,"Ella lives in a magical world in which each child, at the moment of their birth, is given a virtuous ""gift"" from a fairy godmother. Ella's so-called gift, however, is obedience. This birthright proves itself to be quite the curse once Ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. Determined to gain control of her life and decisions, Ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. The path, however, isn't easy -- Ella must outwit a slew of unpleasant obstacles including ogres, giants, wicked stepsisters, elves and Prince Charmont's evil uncle, who wants to take over the crown and rule the kingdom.",34.986,/dH8yHmqUra0gqzMJJKXiyfKkB57.jpg,2004-04-09,Ella Enchanted,False,6.445,1782
5677,False,/zKM4vKNPX3JQamUiJjYZpox5Igb.jpg,"[18, 10749, 12, 10752]",9839,en,Beyond Borders,"Sarah Jordan, an American living in London in 1984, is married to the son of a wealthy British industrialist. She encounters Nick Callahan, a renegade doctor, whose impassioned plea for help to support his relief efforts in war-torn Africa moves her deeply. As a result, Sarah embarks upon a journey of discovery that leads to danger, heartbreak and romance in the far corners of the world.",9.974,/j7Upm2AtGuTzCs2Asq0GyBIMAxX.jpg,2003-10-23,Beyond Borders,False,6.445,390
5678,False,/AwB7HGeDTrBGkP2WEnNwg8Wa0E4.jpg,"[9648, 35, 80]",638974,en,Murder Mystery 2,"After starting their own detective agency, Nick and Audrey Spitz land a career-making case when their billionaire pal is kidnapped from his wedding.",38.001,/s1VzVhXlqsevi8zeCMG9A16nEUf.jpg,2023-03-28,Murder Mystery 2,False,6.444,1581
5679,False,/rWGMZiq7ZsAtnAhzWDawxyPjLN6.jpg,"[53, 27]",306947,en,The Invitation,"Will and his new girlfriend Kira are invited to a dinner with old friends at the house of Will’s ex Eden and her new partner David. Although the evening appears to be relaxed, Will soon gets a creeping suspicion that their charming host David is up to something.",30.028,/4gxZW8AHg9kIOh5BgaSrq5gO1KB.jpg,2016-04-08,The Invitation,False,6.444,2505
5680,False,/w5U8GsNxnbn9tCXpfaTFjxR3az4.jpg,"[28, 12, 53]",10750,en,Toy Soldiers,"After federal agents arrest a drug czar and put him on trial, the cartel leader's vicious son storms a prep school and takes its students hostage. They rebel against the armed intruders and try to take back their academy by any means necessary.",15.785,/nL3ccvqU1Wq1j31feHWAydzpbr2.jpg,1991-04-24,Toy Soldiers,False,6.444,314
5681,False,/tXh154ooFsYV8Ve4XbNIe8wS6DY.jpg,"[28, 18]",4421,en,G.I. Jane,"In response to political pressure from Senator Lillian DeHaven, the U.S. Navy begins a program that would allow for the eventual integration of women into its services. The program begins with a single trial candidate, Lieutenant Jordan O'Neil, who is chosen specifically for her femininity. O'Neil enters the grueling training program under the command of Master Chief John James Urgayle, who unfairly pushes O'Neil until her determination wins his respect.",22.804,/6yBgZJYqaR4XkxwjsB9tS4GK1ZN.jpg,1997-08-19,G.I. Jane,False,6.444,1598
5682,False,/egg7KFi18TSQc1s24RMmR9i2zO6.jpg,"[28, 12, 14]",464052,en,Wonder Woman 1984,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,247.825,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,2020-12-16,Wonder Woman 1984,False,6.443,8184
5683,False,/gVS2JMvtonLknCq0eg12lvoRYBx.jpg,"[10749, 35]",7300,en,One Fine Day,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",13.896,/Ao6OFtTH93p0yZ4vFNjHz5QgPrB.jpg,1996-12-20,One Fine Day,False,6.443,626
5684,False,/hoszursvZR1C054sTXVQBcBDory.jpg,"[18, 10749]",292431,fr,Love,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the seismic effect it will have on their relationship, they invite their pretty neighbor into their bed.",24.193,/fnyfGPusMYk8qGL6dNALYy26FTR.jpg,2015-07-06,Love,False,6.442,2389
5685,False,/pwTp9JkhPKbKnYu9vCoYgAZO3Mw.jpg,[18],157827,en,Louder Than Bombs,"Three years after his wife, acclaimed photographer Isabelle Reed, dies in a car crash, Gene keeps everyday life going with his shy teenage son, Conrad. A planned exhibition of Isabelle’s photographs prompts Gene's older son, Jonah, to return to the house he grew up in - and for the first time in a very long time, the father and the two brothers are living under the same roof.",11.864,/26hoecTKEAXswDwk4nUE4SEcPg2.jpg,2015-10-01,Louder Than Bombs,False,6.442,312
5686,False,/1kWhRKX50SiDeAkdBqqWQ6ESwG3.jpg,[27],157547,en,Oculus,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,57.739,/atNwYYkEQcqpZomijPu3ttNygZ1.jpg,2013-09-08,Oculus,False,6.442,2838
5687,False,/lXbg40RoO7WmDZCsyj0dxMFzydE.jpg,[18],58235,pt,Bruna Surfistinha,"Rachel is a girl, adopted by an upper middle class family, who rebelled at 17 and left her family and studies at a traditional college in Sao Paulo to become a sexy call girl. Shortly after starting work, she decided to write a blog about her experiences. Since some clients thought she looked like a surfer she adopted the name ""Surfistinha"" which means little surfer girl.",27.11,/9htMnu5Zg3WEpz6SccgzfxWfDPw.jpg,2011-02-25,Confessions of a Brazilian Call Girl,False,6.4,464
5688,False,/4jgKGtOARAITsKbuNgPgZ9SSds7.jpg,"[16, 35, 10751, 878]",9928,en,Robots,"Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete.",41.786,/fnKCh67l2DDG9NxxIlk9IpsXQ99.jpg,2005-03-10,Robots,False,6.442,4390
5689,False,/8NLZtd2n6Ax0mTnk62OHlMcooir.jpg,"[53, 18]",303858,en,Money Monster,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,12.201,/DlgdAkAKirD01R1mBejhFjS6nQ.jpg,2016-05-12,Money Monster,False,6.441,2861
5690,False,/vcI8kweLIpGv7jb9NWVunOyZ2O7.jpg,[18],9422,en,A Civil Action,"Jan Schlickmann is a cynical lawyer who goes out to 'get rid of' a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything—including his career and his clients' goals—in order to continue the case against all odds.",17.891,/2AVF1cjRGOfaB4oteSzxvHiQ3hR.jpg,1998-12-25,A Civil Action,False,6.441,414
5691,False,/tHl3s4uIB3N1AuVRxVid94YTFZE.jpg,"[53, 9648]",8208,en,The Man Who Knew Too Much,"While vacationing in St. Moritz, a British couple receive a clue to an imminent assassination attempt, only to learn that their daughter has been kidnapped to keep them quiet.",13.851,/cUOHl4PaAEs1e74mO5AUMgis3xT.jpg,1934-12-01,The Man Who Knew Too Much,False,6.441,372
5692,False,/uqa2PKpMzNMm5nkW2Xwio7TVIli.jpg,"[18, 53]",12117,en,Instinct,"In a prison for the criminally insane, deranged anthropologist Ethan Powell is set to be examined by a bright young psychiatrist, Theo Caulder. Driven by ambition and a hunger for the truth, Caulder will eventually risk everything—even put his very life on the line—in a harrowing attempt to understand the bizarre actions of this madman.",16.164,/8EKmzia6awjsqFxgBk5a82aTmb6.jpg,1999-06-04,Instinct,False,6.44,579
5693,False,/8NPs9xKPO5Or77wVfbRU6Ja2rfe.jpg,"[28, 53, 35, 18]",9618,en,Tango & Cash,"Ray Tango and Gabriel Cash are two successful narcotics detectives who can't stand each other. Crime lord Yves Perret, furious at the loss of income they have caused him, plots an elaborate revenge against them.",24.552,/jxxxjTu87OSmQYkMFF7MgOEDXRn.jpg,1989-12-22,Tango & Cash,False,6.44,1825
5694,False,/nVh3Z7odHiZBnye4n4yTjVcNSxj.jpg,"[28, 12, 80, 53]",2207,en,16 Blocks,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",20.232,/jQFJXgniMAerNbck0bxZfUXO43v.jpg,2006-03-01,16 Blocks,False,6.44,1870
5695,False,/z4nKeZpPCrTifS6pzzK8vNleADl.jpg,"[14, 28, 9648]",123553,en,The Mortal Instruments: City of Bones,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",34.418,/fspW2P3ggzBjdIw5HpJOw8HKtQK.jpg,2013-08-21,The Mortal Instruments: City of Bones,False,6.439,4369
5696,False,/h5h5tuiWgYnDy0EMZHlMUMQ42pd.jpg,"[10749, 35, 18]",18585,en,The Ramen Girl,"An American woman is stranded in Tokyo after breaking up with her boyfriend. Searching for direction in life, she trains to be a râmen chef under a tyrannical Japanese master.",9.973,/sK7hW0quKwlYxP2urLirsDFPabD.jpg,2008-02-08,The Ramen Girl,False,6.439,322
5697,False,/w6mr3tvckNmlt5EMIBlsnI1YWnl.jpg,"[35, 27, 53]",10961,en,Behind the Mask: The Rise of Leslie Vernon,"The next great psycho horror slasher has given a documentary crew exclusive access to his life as he plans his reign of terror over the sleepy town of Glen Echo, all the while deconstructing the conventions and archetypes of the horror genre for them.",14.349,/vie8a3z219Zsw81eAsM58B6VFEn.jpg,2006-03-16,Behind the Mask: The Rise of Leslie Vernon,False,6.439,419
5698,False,/8LSl2BPsRmookhO0UITB6PStZJX.jpg,"[12, 10751, 14]",10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",58.921,/z6LVJXEmY8E6s57uf8cV3RlWvws.jpg,2010-12-02,The Chronicles of Narnia: The Voyage of the Dawn Treader,False,6.4,5406
5699,False,/zkURY6E83XO6M6E7mAyGQRqg57E.jpg,[35],2617,en,The Great Outdoors,"It's vacation time for outdoorsy Chicago man Chet Ripley, along with his wife, Connie, and their two kids, Buck and Ben. But a serene weekend of fishing at a Wisconsin lakeside cabin gets crashed by Connie's obnoxious brother-in-law, Roman Craig, his wife, Kate, and the couple's two daughters. As the excursion wears on, the Ripleys find themselves at odds with the stuffy Craig family.",49.274,/zxIoPZiqKOxrWvieumpxA6bOgkt.jpg,1988-06-17,The Great Outdoors,False,6.439,506
5700,False,/vcj47nTm1fDlkxUwDb2GgYbKDDW.jpg,"[12, 28, 53]",682,en,The Man with the Golden Gun,"Cool government operative James Bond searches for a stolen invention that can turn the sun's heat into a destructive weapon. He soon crosses paths with the menacing Francisco Scaramanga, a hitman so skilled he has a seven-figure working fee. Bond then joins forces with the swimsuit-clad Mary Goodnight, and together they track Scaramanga to a Thai tropical isle hideout where the killer-for-hire lures the slick spy into a deadly maze for a final duel.",48.673,/zULDLrGE42iTiizMJKDoTGbIKlu.jpg,1974-12-19,The Man with the Golden Gun,False,6.4,1943
5701,False,/nNh7vHHISVAaziJEqAq0P9iL52w.jpg,"[27, 878, 9648, 53]",395992,en,Life,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",133.076,/lja0Kh17LLleh6DhtixEh7Z7T6D.jpg,2017-03-22,Life,False,6.438,7114
5702,False,/lW6mVGxqDjVaqcVJJbRnrXe8vsq.jpg,[35],84355,en,Your Sister's Sister,"Iris invites her friend Jack to stay at her family's island getaway after the death of his brother. At their remote cabin, Jack's drunken encounter with Hannah, Iris' sister, kicks off a revealing stretch of days.",17.972,/1lci6xrim3IQYVUZTk4N7M6Pndw.jpg,2011-09-11,Your Sister's Sister,False,6.438,323
5703,False,/fLDHD3FdISvttfyIgFSaH7tEc8O.jpg,[37],14881,en,Joe Kidd,"A band of Mexicans find their U. S. land claims denied and all the records destroyed in a courthouse fire. Their leader, Louis Chama, encourages them to use force to regain their land. A wealthy landowner wanting the same decides to hire a gang of killers with Joe Kidd to track Chama.",26.989,/gwVL6a6ZPijqM5hB4n2Ztg1akWY.jpg,1972-07-19,Joe Kidd,False,6.438,341
5704,False,/sGelj98GTvGgx9yq2vNdvRoyXH4.jpg,"[35, 80, 18, 10749]",8952,en,I Love You Phillip Morris,"Steven Russell leads a seemingly average life – an organ player in the local church, happily married to Debbie, and a member of the local police force. That is until he has a severe car accident that leads him to the ultimate epiphany: he’s gay and he’s going to live life to the fullest – even if he has to break the law to do it. Taking on an extravagant lifestyle, Steven turns to cons and fraud to make ends meet and is eventually sent to the State Penitentiary where he meets the love of his life, a sensitive, soft-spoken man named Phillip Morris. His devotion to freeing Phillip from jail and building the perfect life together prompts him to attempt (and often succeed at) one impossible con after another.",20.681,/qtAuWLGQ7N4PNQ6boZeqqoUY2l9.jpg,2010-02-04,I Love You Phillip Morris,False,6.438,1581
5705,False,/iR3tV8NXFls4UKzPA60D4zrI7Jh.jpg,"[35, 27, 14]",928,en,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",23.535,/jN7yvxnIHRozhq2mzWZDE5GPRc0.jpg,1990-06-15,Gremlins 2: The New Batch,False,6.438,2455
5706,False,/apgY9DqYzqgMAGu0HRhOkJi8mHV.jpg,"[35, 10749, 18]",171,fr,La Boum 2,A young French teenage girl after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.,18.084,/pbkccDoxH1H1VdqWcQYycZxHTIK.jpg,1982-12-08,The Party 2,False,6.438,610
5707,False,/hEoThfZZpQAyU9HlpEaSO4Ofnbz.jpg,"[28, 35, 27]",429733,en,Mayhem,A virus spreads through an office complex causing white collar workers to act out their worst impulses.,18.876,/fF5ULrCAQ8TULXyFGlPlQ2s3Jie.jpg,2017-11-10,Mayhem,False,6.4,639
5708,False,/vWriOBVlgW0XWdgbOiijhyLW7B8.jpg,"[16, 10751, 35]",109451,en,Cloudy with a Chance of Meatballs 2,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",35.649,/ss5NcK2NWFg2YcKKYXLrk8q1myS.jpg,2013-09-26,Cloudy with a Chance of Meatballs 2,False,6.437,3045
